Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong,cleansing_tweets
"Perkloter, yang sehari kadang bisa 5 kloter :(. Padahal tahlilnya pas malem aja; ; Malah ngasiÃÂ² giti udah jadi budaya yah :( miris",0,0,0,0,0,0,0,0,0,0,0,0,per kelompok terbang yang sehari kadang bisa kloter padahal tahlilnya pas malam saja malah memberi begitu sudah jadi budaya ya miris
"Perbuatan LGBT merupakan 1 dosa. Menuduh org lain melakukan perbuatan itu merupakan dosa besar. Men-cari2 kesalahan org dlm maksiat peribadi antara dia dan Allah merupakan dosa yg dilarang oleh agama. Tp jika maksiat itu dibuat secara terbuka, bantahan p",0,0,0,0,0,0,0,0,0,0,0,0,perbuatan lgbt merupakan dosa menuduh orang lain melakukan perbuatan itu merupakan dosa besar men cari cari kesalahan orang dalam maksiat pribadi antara dia dan allah merupakan dosa yang dilarang oleh agama tetapi jika maksiat itu dibuat secara terbuka bantahan
"USER Setau gue sih gak ada. Ini kan indo, bukan barat. Kalo pun ada gue yakin orangnya gak ngaku ateis. Ateisme itu buat politik so far cuma jadi liability, bukan aset.'",0,0,0,0,0,0,0,0,0,0,0,0,sepengetahuan gue sih tidak ada ini kan indonesia bukan barat kalau pun ada gue yakin orangnya tidak mengakui ateis ateisme itu buat politik sok far cuma jadi liability bukan aset
"USER Dgn Ketua Umum PERSIS KH Aceng Zakaria di Bandung. Dulu Bung Karno belajar dgn Pendiri PERSIS A. Hasan, guru Natsir Ã°???",0,0,0,0,0,0,0,0,0,0,0,0,dengan ketua umum persis kh aceng zakaria di bandung dulu bung karno belajar dengan pendiri persis hasan guru natsir
Retweeted #2019GANTIPRESIDEN (USER):; ; Tenda Abang Becak Mau Disita Polisi Karena Tulisan #2019GantiPresiden,1,0,1,0,0,0,0,0,1,1,0,0,retweeted 2019 ganti presiden tenda abang becak mau disita polisi karena tulisan 2019 ganti presiden
USER USER Sayangnya yg lebih baik juga blom ada \nBlom ada yg bisa gantiin pakde jokowi\nOjo tambah edan lho jon RSJ kebak wisan',0,1,0,0,0,0,0,0,0,0,0,0,sayangnya yang lebih baik juga belum ada belum ada yang bisa gantikan pakde jokowi nojo tambah edan lo jon rumah sakit jiwa kebak sudahan
USER USER USER USER USER USER USER Sampah,1,1,1,0,0,0,0,0,1,1,0,0,sampah
USER USER USER USER Si roki garong bukan hanya bodoh bahkan dia orangutan paling dongok... dia mmg ga nyebut kitab suci agama tertentu... berarti dia anggap semua kitab suci adalah fiksi... benar2 pemikiran seorang,1,1,1,0,0,0,0,0,1,1,0,0,sih roki garong bukan hanya bodoh bahkan dia orang utan paling dungu dia memang tidak menyebut kitab suci agama tertentu berarti dia anggap semua kitab suci adalah fiksi benar benar pemikiran seorang
#Viral &gt; Kota Bekasi Raih Kota Sehat Swasti Saba Wiwerda 2017 sebagai Kota Terapkan BudayaÃ¢?Â¦,0,0,0,0,0,0,0,0,0,0,0,0,viral begitu kota bekasi raih kota sehat swasti saba wiwerda 2017 sebagai kota terapkan budaya
Ganti Rezim ; GantiPreisden ; ; Jgn Pilih Paslon Usungan PDIP Di PILKADA 27 Juni 2018 ; ; #2019GantiPresiden,1,0,0,1,0,0,0,0,1,0,0,1,ganti rezim ganti presiden jangan pilih pasangan calon usungan partai demokrasi indonesia perjuangan di pilihan kepala daerah 27 juni 2018 2019 ganti presiden
Aamiin YRA.. InsyaAllah #2019gantipresiden ????,1,0,1,0,0,0,0,0,1,1,0,0,amin ya rabbal alamin insyaallah 2019 ganti presiden
masy sudah tidak membutuhkan DPR bahkan justru tersa membebani rakyat dan negara URL,1,0,0,1,0,0,0,0,1,0,1,0,masyarakat sudah tidak membutuhkan dewan perwakilan rakyat bahkan justru terasa membebani rakyat dan negara uniform resource locator
Memek kalo udah basah gini enak banget keluar masuk pake jari jadi licin.',0,1,0,0,0,0,0,0,0,0,0,0,memek kalau sudah basah begini enak banget keluar masuk pakai jari jadi licin
RT USER mulai sangat jelas terang jokowi itu diktator,1,0,1,0,0,0,0,0,1,1,0,0,mulai sangat jelas terang jokowi itu diktator
"USER USER incumbent nyatain dong wapres-nya siapa, apa takut di-backstab cakimin sama romi. ngoahahah; ; KEAHLIAN CEBONG HANYA 1, TUKANG TIPU !!!; cebong mah gitu, goblok nggak ketulungan. Plonga plongo mengakibatkan optimisme berlebihan; ; #",1,1,0,1,0,0,0,0,1,0,1,0,incumbent menyatakan dong wakil presiden nya siapa apa takut di backstab cak imin sama romi haha keahlian cebong hanya tukang tipu cebong adalah begitu goblok enggak ketulungan plonga plongo mengakibatkan optimisme berlebihan
USER Titit nya kecil padahal punya bocah',0,1,0,0,0,0,0,0,0,0,0,0,titit nya kecil padahal punya bocah
"Sadarilah maksud semua gagasan dari pemimpin kita, ketahuilah pemimpin kita tidak tidur dan tidak bekerja tanpa tujuan dan hasil. ; ; #tol #infrastruktur #presiden #pemimpin #indonesia #nkri #masyarakat #leader #jokowi #satukanindonesia",0,0,0,0,0,0,0,0,0,0,0,0,sadarilah maksud semua gagasan dari pemimpin kita ketahuilah pemimpin kita tidak tidur dan tidak bekerja tanpa tujuan dan hasil tol infrastruktur presiden pemimpin indonesia negara kesatuan republik indonesia masyarakat leader jokowi satukan indonesia
SKJ. Semua karena Jokowi. URL,1,0,1,0,0,0,0,0,1,1,0,0,senam kesehatan jasmani semua karena jokowi uniform resource locator
"kalo cewe x cowo kapelan manggil daddy-baby masih bisa diterima lah ya. ini cowo x cowo gausah pake daddy-baby an segala, jijik bangzat'",1,1,0,1,0,0,0,1,0,0,1,0,kalau cewek cowok kapelan memanggil daddy baby masih bisa diterima lah ya ini cowok cowok tidak usah pakai daddy baby an segala jijik bangsat
"itu kalo USER beneran otoriter sebagaimana dilabelkan, pulang-pulang tinggal nama tuh.",1,0,1,0,0,0,0,0,1,1,0,0,itu kalau benaran otoriter sebagaimana dilabelkan pulang pulang tinggal nama itu
Wasit picek.',1,1,1,0,0,0,1,0,0,1,0,0,wasit picek
Bahagianya... jakarta sudah kembali seperti yg dulu... Ahok memang tidak layak jadi Gubernur jakarta karena... URL,1,0,1,0,0,0,0,0,1,1,0,0,bahagianya jakarta sudah kembali seperti yang dulu ahok memang tidak layak jadi gubernur jakarta karena uniform resource locator
"""Ayo Alex, jangan udik.."" gumamnya merutuki diri sendiri.\n\nIa lanjut menulis, \' Atmosfer di planet ini belum cukup baik untuk ditinggali manusia. \''",0,1,0,0,0,0,0,0,0,0,0,0,ayo alex jangan udik gumamnya merutuki diri sendiri nia lanjut menulis atmosfer di planet ini belum cukup baik untuk ditinggali manusia
USER USER Cebong mana punya otak yg ada hina ulama kami hanya di Indonesia non muslim pd kurang ajar.',1,1,0,1,1,0,0,0,0,0,1,0,cebong mana punya otak yang ada hina ulama kami hanya di indonesia non muslim pada kurang ajar
"USER USER RRC spt yg kita semua tahu menganut hukum kewarganegaraan dgn Azas ius sanguinis.\n\nShg semua org keturunan Tionghoa/ China dianggap WN RRC.\n\n1998 dari perspektif RRC itu dpt diKLAIM seakan2 menyakiti, memperkosa, membunuh WN RRC",0,0,0,0,0,0,0,0,0,0,0,0,republik rakyat cina surat pemberitahuan tahunan yang kita semua tahu menganut hukum kewarganegaraan dengan asas ius sanguinis sehingga semua orang keturunan tionghoa cina dianggap warga negara republik rakyat cina n1998 dari perspektif republik rakyat cina itu dapat diklaim seakan akan menyakiti memerkosa membunuh warga negara republik rakyat cina
"USER pemimpin yang tegas itu ya kayak gini.. bukan sok sokan bacot doang atau belagak bego, plonga plongo ga jelas'",1,1,1,0,0,0,0,0,1,1,0,0,pemimpin yang tegas itu ya kayak begini bukan sok sokan bacot doang atau belaga bego plonga plongo tidak jelas
KAMPRET MARKSON GUE SAMPE GARUK2 KASUR URL,0,1,0,0,0,0,0,0,0,0,0,0,kampret markson gue sampai garuk garuk kasur uniform resource locator
Dody sebelumnya menjabat sebagai Asisten Gubernur Kepala Departemen Kebijakan Ekonomi danÃ¢?Â¦,0,0,0,0,0,0,0,0,0,0,0,0,dody sebelumnya menjabat sebagai asisten gubernur kepala departemen kebijakan ekonomi dan
USER Kamu bau bangke',0,1,0,0,0,0,0,0,0,0,0,0,kamu bau bangkai
Presiden USER otoriter!,1,0,1,0,0,0,0,0,1,1,0,0,presiden otoriter
"Sebagaimana data di negara-gara komunis, Kenapa dia g sebutin di rezim komunis, nyawa Rakyat Juga gratis??!",1,0,1,0,0,1,0,0,0,1,0,0,sebagaimana data di negara gara komunis kenapa dia sebutkan di rezim komunis nyawa rakyat juga gratis
"\xe2\x84\xa2Tomohon juga merupakan pusat pembelajaran agama Kristen dan Katolik. Ada tempat khusus untuk berdoa dan meditasi yang disebut Bukit Kasih, sebuah tempat suci yang indah dan tenang.\xc2\xae \n\n#TomohonInternationalFlowerFestival'",0,0,0,0,0,0,0,0,0,0,0,0,tomohon juga merupakan pusat pembelajaran agama kristen dan katolik ada tempat khusus untuk berdoa dan meditasi yang disebut bukit kasih sebuah tempat suci yang indah dan tenang tomohon international flower festival
USER USER USER Saya gak panggil Cebong !!\n\nTapi CURUT CENONG!!',1,1,1,0,0,0,0,0,1,1,0,0,saya tidak panggil cebong tapi curut cenong
"PREDIKSI SYDNEY, Kamis 29 Maret 2018\nANGKA IKUT : 6 7 1 4\nAS : 3 0 1\nKOP : 7 2 5\nKEPALA : 9 3 5\nEKOR : 4 1 0\nSHIO : Kelinci, Ayam, Monyet\nUnsur : Air, Logam, Tanah\nTutup 12:30 Result 14:00 URL",0,0,0,0,0,0,0,0,0,0,0,0,prediksi sydney kamis 29 maret 2018 nangka ikut nas kop kepala ekor shio kelinci ayam monyet unsur air logam tanah tutup 12 30 result 14 00 uniform resource locator
"Sedangkan calon wakil gubernur dari Khofifah, yaitu Emil Dardak juga merupakan sosok yang cerdas dan pintar. #KhofifahEmilJatimSatu",0,0,0,0,0,0,0,0,0,0,0,0,sedangkan calon wakil gubernur dari khofifah yaitu emil dardak juga merupakan sosok yang cerdas dan pintar khofifah emil jawa timur satu
Karna berbagai laporan Polisi Anies Sandi batal dilantik.. URL ada penipuan ada sarah cean ada pula kasus narkoba.,1,0,1,0,0,0,0,0,1,1,0,0,karena berbagai laporan polisi anies sandi batal dilantik uniform resource locator ada penipuan ada sarah cean ada pula kasus narkoba
"USER USER USER USER Nope. Banci lebih berani lawan norma2 sosayeti dan jadi diri sendiri. So, the lowest human being ya si manusia kacrut itu.'",1,1,1,0,0,0,0,1,0,1,0,0,enggak banci lebih berani lawan norma norma masyarakat dan jadi diri sendiri sok the lowest human being ya sih manusia kacrut itu
Allah SWT yg ngoceh tiada bagimu pelindung & penolong selain Allah tidak menolong kenapa masih di-sembah2 (29:22),1,1,0,1,1,0,0,0,0,0,1,0,allah subhanahu wa taala yang mengoceh tiada bagimu pelindung penolong selain allah tidak menolong kenapa masih di sembah sembah 29 22
USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER Yang maksa si,0,0,0,0,0,0,0,0,0,0,0,0,yang memaksa sih
"Anda mengejek Islam, yang mengajarkan di luar Islam salah, agar Islam tampak benar, padahal apa yg benar dari Islam",1,0,0,1,1,0,0,0,0,0,1,0,anda mengejek islam yang mengajarkan di luar islam salah agar islam tampak benar padahal apa yang benar dari islam
Begini Langkah Kapolres Madiun Agar Pilkada 2018 Berlangsung Kondusif dan Aman: KondisiÃ¢?Â¦,0,0,0,0,0,0,0,0,0,0,0,0,begini langkah kepala kepolisian resor madiun agar pilihan kepala daerah 2018 berlangsung kondusif dan aman kondisi
"USER Bukan cuma foto selfie, tapi juga foto badan, dll. Terutama foto yang bajunya terbuka. Beware, orang sinting makin banyak. Setidaknya menjaga itu lebih baik.'",0,1,0,0,0,0,0,0,0,0,0,0,bukan cuma foto swafoto tapi juga foto badan dan lain lain terutama foto yang bajunya terbuka beware orang sinting makin banyak setidaknya menjaga itu lebih baik
USER bacot bat bgst',1,1,1,0,0,0,0,0,1,1,0,0,bacot banget bangsat
"USER USER Mendukung gubernur bermulut kotor, suka bawa2 isu sara, memaki kesana kemari, sebut AlMaidah51 di peresmian tambak (entah apa hbungannya ikan dgn Almaidah51) adalah ciri orang tidak cerdas. ?. #2019GantiPresiden",1,0,1,0,0,0,0,0,1,1,0,0,mendukung gubernur bermulut kotor suka bawa bawa isu sara memaki kesana kemari sebut al maidah 51 di peresmian tambak entah apa hubungannya ikan dengan al maidah 51 adalah ciri orang tidak cerdas 2019 ganti presiden
keliatan banget bego nya mpok silvy and agus. DebatFinalPilkadaJKT,1,1,1,0,0,0,0,0,1,1,0,0,kelihatan banget bego nya empok silvy and agus debat final pemilihan kepala daerah jakarta
"Si bodoh tp sok jd ulama', kyak paling paham agama aja. Padahal ngajix belepotan gk jelas",1,1,1,0,0,0,0,0,1,1,0,0,sih bodoh tetapi sok jadi ulama seperti paling paham agama saja padahal mengajinya berlepotan tidak jelas
USER gaya bgt lo kampang mau gue tendang gak',1,1,1,0,0,0,0,0,1,1,0,0,gaya banget kamu kampang mau gue tendang tidak
"ISIS adalah Islam, Islam adalah ISIS, mau hidup baik tinggalkan Islam, stop solat & mengaji",1,0,0,1,1,0,0,0,0,0,1,0,isis adalah islam islam adalah isis mau hidup baik tinggalkan islam stop salat mengaji
"USER USER USER \xf0\x9f\x98\x82ebong dungu akut. Woii itu pesan berita saat trf \xf0\x9f\x98\x82. Diinput manual bong...Makanya jgn norak2 bgt, kelamaan dikolam sik'",1,1,1,0,0,0,0,0,1,1,0,0,cebong dungu akut oi itu pesan berita saat trf diinput manual bong makanya jangan norak norak banget kelamaan di kolam sih
"USER USER mana gua menghina agama lain? Hahah otak model cebong kapir emang ngeles mulu, nyata2 lu yang hina2 islam. Sok mau ngatain agama orang aja bawa2 data, padahal otak gak nyampe dari awal. Goblok lo cebong kapir kebanyakan makan taik ah",1,1,1,0,1,0,0,0,0,1,0,0,mana gue menghina agama lain haha otak model cebong kafir memang ngeles mulu nyata nyata kamu yang hina hina islam sok mau memaki agama orang saja bawa bawa data padahal otak tidak sampai dari awal goblok kamu cebong kafir kebanyakan makan tai ah
dia mengaku Presiden indonesia.. padahal pembela penjajah Cina..,1,0,1,0,0,0,0,0,1,1,0,0,dia mengaku presiden indonesia padahal pembela penjajah cina
"USER GAK USAH LAH DIKIRIM, MASA HINA YANG BIKIN JATUH CINTA TAPI BARU NYADAR KENAPA KESEMSEM WAKTU HINA BEGITU'",0,0,0,0,0,0,0,0,0,0,0,0,tidak usah lah dikirim masa hina yang bikin jatuh cinta tapi baru menyadari kenapa tertarik waktu hina begitu
"USER Worry lessnya susah Ngid kl minum udah kek onta aku tuuuu, minum air biasa atau infused water udah semua \xf0\x9f\xa4\xa3'",0,0,0,0,0,0,0,0,0,0,0,0,worry lessnya susah ngid kalau minum sudah kayak onta aku tuuuu minum air biasa atau infused water sudah semua
"#BeritaIslam : Rizal Ramli: Pasca Gubernur Baru, DKI Jakarta Lebih Sejuk dan Tenang",0,0,0,0,0,0,0,0,0,0,0,0,berita islam rizal ramli pasca gubernur baru daerah khusus ibukota jakarta lebih sejuk dan tenang
"gue sih ya dibilang sombong biasa aja, karna gua ga ngerasa kalo gua sombong, gak kayak lo dikatain sombong dikit kek setan'",0,1,0,0,0,0,0,0,0,0,0,0,gue sih ya dibilang sombong biasa saja karena gue tidak merasa kalau gue sombong tidak kayak kamu diejek sombong sedikit kayak setan
USER mentil = nete? menyusui? mengemut?',0,0,0,0,0,0,0,0,0,0,0,0,mentil nete menyusui mengemut
Nama: Andi Taufan Tiro Status: Terpidana Kasus: Korupsi Mendukung Anies-Sandi,1,0,1,0,0,0,0,0,1,1,0,0,nama andi taufan tiro status terpidana kasus korupsi mendukung anies sandi
"USER woy sat, budek ya lo'",1,1,1,0,0,0,1,0,0,1,0,0,oi sat budek ya kamu
"Lebih sadis postingan Victor bodoh, JASMEV dan kecebong2 istana. JONGOS CINA MENJAMUR DI KEPOLISIAN",1,1,0,1,0,1,0,0,0,0,1,0,lebih sadis postingan victor bodoh jokowi ahok social media volunteer dan kecebong kecebong istana jongos cina menjamur di kepolisian
"2. Dalam kesempatan itu, Presiden USER menyatakan, menjadi sebuah negara besar dengan ekonomi yang kuat bukanlah perkara mudah. Banyak tantangan dan ujian yang harus dihadapi dengan penuh keyakinan dan rasa optimisme #JokowiAjakMasyarakatOptimistis",0,0,0,0,0,0,0,0,0,0,0,0,dalam kesempatan itu presiden menyatakan menjadi sebuah negara besar dengan ekonomi yang kuat bukanlah perkara mudah banyak tantangan dan ujian yang harus dihadapi dengan penuh keyakinan dan rasa optimisme jokowi ajak masyarakat optimis
"iklanahokjahat Terorist nyata di Indonesia... Bukan wahabi, bukan Onta Tapi Babi Babi milik Cina Penebar Teror sesungguhnya....",1,1,0,1,0,1,0,0,0,0,1,0,iklan ahok jahat teroris nyata di indonesia bukan wahabi bukan onta tapi babi babi milik cina penebar teror sesungguhnya
KY Tdk berfungsi makan gaji buta habisin APBN Hakim nakal merajalela BUBARKAN USER USER USER URL,1,0,0,1,0,0,0,0,1,0,0,1,ky tidak berfungsi makan gaji buta habiskan anggaran pendapatan dan belanja negara hakim nakal merajalela bubarkan uniform resource locator
Brengsek itu bukan di liat dari ganteng/cantiknya orang tersebut! Skrg aja yg jelek-jelek pada sok laku. *miris*',0,0,0,0,0,0,0,0,0,0,0,0,berengsek itu bukan di lihat dari ganteng cantiknya orang tersebut sekarang saja yang jelek jelek pada sok laku miris
USER USER USER Cebong g sunat semuanya nih p ustad..jng dilayan p ustad...',1,1,0,1,0,0,0,0,1,0,1,0,cebong sunat semuanya nih ustad jangan dilayani ustad
USER USER USER USER USER Saya salut dengan anda yang tetap memelihara kebodohan... Ini termasuk kegagalan rejim.. Gagal bikin anda cerdas... \xf0\x9f\x98\x84',1,1,1,0,0,0,0,0,1,1,0,0,saya salut dengan anda yang tetap memelihara kebodohan ini termasuk kegagalan rejim gagal bikin anda cerdas
USER USER Gebukannya lah bego',1,1,1,0,0,0,0,0,1,1,0,0,gebukannya lah bego
RT USER: Bukan main dah ah! Wkwkwk. URL,0,0,0,0,0,0,0,0,0,0,0,0,bukan main sudah ah wkwk uniform resource locator
USER USER USER USER Sia boloho. Gue kn udah bilang dlm islam istri harus nurut. Itu pilosofi bahasa gua di atas. Lu kristen gua islam. Dah jngan masuk komen ke keyakinan gue.',0,0,0,0,0,0,0,0,0,0,0,0,kamu bodoh gue kan sudah bilang dalam islam istri harus ikut itu filosofi bahasa gue di atas kamu kristen gue islam sudah jangan masuk komen ke keyakinan gue
USER Boleh kok kan cma yayasan atau kampusnya yg dibangun berdasarkan asas agama katolik / kristen tpi nerima murid yg beragama apa aja kok hehe',0,0,0,0,0,0,0,0,0,0,0,0,boleh kok kan cuma yayasan atau kampusnya yang dibangun berdasarkan asas agama katolik kristen tetapi menerima murid yang beragama apa saja kok hehe
USER USER \xc2\xab mandi gua mah emg buaya jaga mandi.',0,0,0,0,0,0,0,0,0,0,0,0,mandi gue adalah memang buaya jaga mandi
10 tahun SBY isu PKI nyari tdk ada. Baru 3 tahun jokowi simpatisan PKI sprti dapat kesempatan emas. URL,1,0,1,0,0,1,0,0,0,1,0,0,tahun susilo bambang yudhoyono isu partai komunis indonesia mencari tidak ada baru tahun jokowi simpatisan partai komunis indonesia seperti dapat kesempatan emas uniform resource locator
USER USER USER USER USER ketok goblok e ancen bencong ngalam iki \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',0,1,0,0,0,0,0,0,0,0,0,0,ketok goblok memang bencong malang ini
"USER Yes, nilai essay kamu 100Ã¢?? kamu terpilih jadi gubernur dekai, bereskan semuanya dengan kata2, kata2, dan kata2.",0,0,0,0,0,0,0,0,0,0,0,0,iya nilai essay kamu 100 kamu terpilih jadi gubernur dekai bereskan semuanya dengan kata kata kata kata dan kata kata
USER Jenggot bajingan!',1,1,1,0,0,0,0,0,1,1,0,0,jenggot bajingan
USER USER USER USER USER USER USER USER USER USER Hoax Bani cebong',1,1,0,1,0,0,0,0,1,0,1,0,hoaks bani cebong
"USER Saya umat Katolik yang nyimak dan mendapat banyak banget informasi &amp; pelajaran dari tulisan-tulisan, mas.\xf0\x9f\x99\x8f\n\nTulisan-tulisan mas tsb, sering juga saya share wa ke sedulur2 &amp; teman2 yg non Muslim.\n\nTerima kasih.\n\xf0\x9",0,0,0,0,0,0,0,0,0,0,0,0,saya umat katolik yang menyimak dan mendapat banyak banget informasi amp pelajaran dari tulisan tulisan mas tulisan tulisan mas tersebut sering juga saya bagikan wa ke saudarah saudara amp teman teman yang non muslim terima kasih x9
USER Ribut lo tai',1,1,1,0,0,0,0,0,1,1,0,0,ribut kamu tai
"USER USER USER USER USER islam nusantara sudah diakui oleh undang-undang blum? baru agama Islam, kristen katolik, kristen protestan, budha, hindu, thionghoa yg diakui..'",0,0,0,0,0,0,0,0,0,0,0,0,islam nusantara sudah diakui oleh undang undang belum baru agama islam kristen katolik kristen protestan buddha hindu tionghoa yang diakui
USER USER USER Satu lagi makhluk serupa PARASIT muncul...lo lebih hina dari seEKOR BELATUNG ONTA...BANGSAT LO',1,1,1,0,0,0,0,0,1,1,0,0,satu lagi makhluk serupa parasit muncul kamu lebih hina dari seekor belatung onta bangsat kamu
Kabarnya dulu Freeport ini menjadi alasan sebuah peristiwa besar yg membawa bangsa ini ke sebuah rejim kelam..\n\n#Freeport51',0,0,0,0,0,0,0,0,0,0,0,0,kabarnya dulu freeport ini menjadi alasan sebuah peristiwa besar yang membawa bangsa ini ke sebuah rejim kelam freeport 51
Ntah apa tujuan si kunyuk pake foto &amp; nama gw. wtf!',1,1,1,0,0,0,0,0,1,1,0,0,entah apa tujuan sih kunyuk pakai foto amp nama gue what the fuck
USER Mengikut kajian jika calculus diterbalikkan menjadi \xe2\x80\x98suluclac\xe2\x80\x99 yg bermaksud \xe2\x80\x98hidup yahudi\xe2\x80\x99 dalam bahasa israel kuno',0,0,0,0,0,0,0,0,0,0,0,0,mengikuti kajian jika kalkulus diterbalikkan menjadi suluclac yang bermaksud hidup yahudi dalam bahasa israel kuno
USER Alhamdulillah gua tinggal di komplek yang warganya bodo amatan dan ga ada ibu ibu yang kumpul buat nge gosip . Komplek rumah gua sepi banget pliss \xf0\x9f\x98\x82',0,0,0,0,0,0,0,0,0,0,0,0,alhamdulillah gue tinggal di kompleks yang warganya bodoh amatan dan tidak ada ibu ibu yang kumpul buat nge gosip kompleks rumah gue sepi banget please
USER USER Kenapaa? Kan asik..; Etapi tergantung budaya apa sih wkwkwkwk,0,0,0,0,0,0,0,0,0,0,0,0,kenapa kan asyik tapi tergantung budaya apa sih wkwk
"USER Tapi kau lemak tepu, takleh transfer dah sbb cacat kekal \xf0\x9f\x98\xad bye'",1,1,1,0,0,0,1,0,0,1,0,0,tapi kamu lemak tepu tidaklah transfer sudah sebab cacat kekal bye
"Di luar mendung, untung ada kamu yang selalu menyinari hatiku'",0,0,0,0,0,0,0,0,0,0,0,0,di luar mendung untung ada kamu yang selalu menyinari hatiku
"Direksi Pertamina Dirombak, ESDM Mau Premium tak Lagi Langka",0,0,0,0,0,0,0,0,0,0,0,0,direksi pertamina dirombak energi dan sumber daya mineral mau premium tak lagi langka
"USER Gw ntral deh tak, gw juga ga ngerti masalah kalian \xf0\x9f\x98\x82\nIntinya semua yg dukung presiden gw pak USER gw ikut ( ya krn memang pemimpin negeri ini yg sah ya pakdhe Jkw ).\nSiapapun yg menghina &amp; memfitnah pemimpin gw pakdhe Jkw",0,0,0,0,0,0,0,0,0,0,0,0,gue netral deh tak gue juga tidak mengerti masalah kalian intinya semua yang dukung presiden gue pak gue ikut ya karena memang pemimpin negeri ini yang sah ya pakde jokowi siapapun yang menghina amp memfitnah pemimpin gue pakde jokowi
"USER mana tau,saya kan autis'",0,0,0,0,0,0,0,0,0,0,0,0,mana tau saya kan autis
"Diem-diem bae, Rupiah makin nyungsep atas dolar. sudah tembus Rp. 14.441 aja. Sebenernya gua malah seneng kalo langsung tembus 16 ribu. biar cepet lengser ni rezim kodok!'",1,1,1,0,0,0,0,0,1,1,0,0,diam diam baik rupiah makin nyungsep atas dolar sudah tembus rupiah 14 441 saja sebenarnya gue malah senang kalau langsung tembus 16 ribu biar cepat lengser nih rezim kodok
Doa Murah Rezeki yg ulamaÃ¢?? anjurkan baca 3 kali setiap lepas solat. Al-Maidah:114. Selamat Beramal !,0,0,0,0,0,0,0,0,0,0,0,0,doa murah rezeki yang ulama anjurkan baca kali setiap lepas salat al almaidah 114 selamat beramal
USER USER USER Yg pakai pantat itu loe.. Hahaa pantat teriak pantat.. \nRocky gerung profesor gak laku di indo tong.. Yg mempercayai cuma kaum kampret dan gembel warnet krn otaknya sama di pantat.. Hahaa',1,1,0,1,0,0,0,0,1,0,1,0,yang pakai pantat itu kamu haha pantat teriak pantat rocky gerung profesor tidak laku di indonesia tong yang memercayai cuma kaum kampret dan gembel warung internet karena otaknya sama di pantat haha
RT USER: Banci mahal pelangganya keren2 \xf0\x9f\x98\x83. USER URL,0,1,0,0,0,0,0,0,0,0,0,0,banci mahal pelanggannya keren keren uniform resource locator
USER USER USER USER USER USER USER Bapak culun',1,1,1,0,0,0,0,0,1,1,0,0,bapak culun
Kalau boleh hormat Hindu tak makan daging kenapa tak boleh hormat Islam tak makan babi? \xf0\x9f\xa4\x94',0,0,0,0,0,0,0,0,0,0,0,0,kalau boleh hormat hindu tak makan daging kenapa tak boleh hormat islam tak makan babi
"USER USER USER Iya betul si vivin tai !!! Dasar pelakor,,,ngaku"" alexa alda drpd rico bajingan lo neraka'",1,1,1,0,0,0,0,0,1,1,0,0,iya betul sih vivin tai dasar perebut laki orang mengakui alexa alda daripada rico bajingan kamu neraka
USER jem kampang lo ya ganteng pisann ihh',0,1,0,0,0,0,0,0,0,0,0,0,jam kampang kamu ya ganteng banget ih
USER Gapapa goblok yg penting pinter',0,0,0,0,0,0,0,0,0,0,0,0,tidak apa apa goblok yang penting pintar
USER USER USER ga sipit sich g kaya lilyana yg wah ampe gempar seantero.',0,0,0,0,0,0,0,0,0,0,0,0,tidak sipit sih kayak lilyana yang wah sampai gempar seantero
USER min. ini internet makin kacau! kalo murah jelek gpp. ini kan itunganya lumayan min. tp internet kacrut',1,1,0,1,0,0,0,0,1,0,1,0,min ini internet makin kacau kalau murah jelek tidak apa apa ini kan hitungannya lumayan min tetapi internet kacrut
"USER Pemikiran busuk itu membunuh biasa, sekarang ini banyak korban dibunuh ,tentara polisi masarakat juga di bunuh sparatis , picek kah matamu.'",1,1,1,0,0,0,1,0,0,1,0,0,pemikiran busuk itu membunuh biasa sekarang ini banyak korban dibunuh tentara polisi masarakat juga di bunuh separatis picek kah matamu
USER gua stress pengen un bukannya makin alim malah makin bejad',0,0,0,0,0,0,0,0,0,0,0,0,gue stres ingin ujian nasional bukannya makin alim malah makin bejat
"0 Lo = bejat, bangsat, brengsek'",1,1,1,0,0,0,0,0,1,1,0,0,kamu bejat bangsat berengsek
Maju lu sini anjing URL,1,1,1,0,0,0,0,0,1,1,0,0,maju kamu sini anjing uniform resource locator
"USER USER USER Khusus pemilu skrg, saya berharap hanya ada 2 capres mengingat situasi dan kondisi yg sudah teramat genting. Berbicaralah dari nurani antar parpol, insha allah #2019GantiPresiden . Baru selanjutnya rubah kem",0,0,0,0,0,0,0,0,0,0,0,0,khusus pemilihan umum sekarang saya berharap hanya ada calon presiden mengingat situasi dan kondisi yang sudah teramat genting berbicaralah dari nurani antar partai politik insya allah 2019 ganti presiden baru selanjutnya rubah kem
Tidak ada solusi lain selain #2019GantiPresiden,1,0,1,0,0,0,0,0,1,1,0,0,tidak ada solusi lain selain 2019 ganti presiden
